age,income,tenure_months,monthly_spend,support_tickets,satisfaction_score,login_frequency,avg_session_minutes,region,contract,payment_method,device,churn
53,73207.15100555192,46,109.81757953421507,1,9.302158992788883,20.250845527182115,3.0,South,Monthly,Bank Transfer,Android,0
65,51280.78483631932,41,38.188975781707136,4,7.120292611191872,19.44070847641464,30.530052926714582,South,Monthly,UPI,iOS,1
56,65513.81695452022,59,83.0251363397823,1,9.507233309228365,28.617227366591656,15.830320988531934,South,Two Year,UPI,Android,0
37,51805.51211938498,75,68.08375970342624,2,9.158235846749319,15.96937527378948,32.11571698930925,East,Monthly,UPI,iOS,0
68,100641.54680099312,40,64.68106173798905,4,8.987187670796594,15.849953858414613,23.38847323777927,East,Monthly,Card,iOS,1
39,73001.35930754518,54,97.86243362360638,3,5.1540302218481,28.07743471368841,16.941519138592074,West,Two Year,UPI,iOS,0
34,60203.35918170271,45,117.3243562815905,3,7.229139135554443,24.899527552943134,6.899893640039377,South,Monthly,Card,iOS,1
65,91259.60858084029,28,74.70232714489401,3,9.278714928719934,19.014288126339174,41.57361361685268,South,Annual,Card,Android,0
37,18000.0,28,108.42043269777332,0,7.662986032088665,7.072910941930827,29.229225457426455,East,Annual,UPI,Android,0
21,20689.742912963622,8,86.49221996333796,3,8.142411838498246,12.317016524017372,29.767669597201035,East,Annual,UPI,Android,0
42,82508.45041483502,42,58.218033722859744,4,4.8405915813034435,10.621336418285846,38.36944934907363,West,Monthly,Bank Transfer,Web,1
59,66330.3058585821,68,77.26143720276808,0,10.0,18.255162438295585,24.01678311005975,South,Monthly,UPI,Android,0
27,70509.81860573673,66,76.01542327625155,1,5.8546635156387925,14.44161219820919,34.17160046243578,North,Two Year,Bank Transfer,Android,0
42,35819.28572699193,94,64.1002026248366,2,3.8094772590246655,29.220334249896098,17.692822680278542,West,Annual,Card,iOS,0
24,64488.85836129195,4,97.85448785967502,2,6.603086245697387,6.999939503581938,28.638206795498863,North,Monthly,UPI,iOS,1
53,109077.20702882952,73,92.03938563114278,3,3.0392774524141872,9.87062198161101,16.329129633177644,East,Monthly,Card,Web,1
42,83132.39163550898,76,37.280509051917456,2,5.355287253855017,19.71240149415896,17.465270840641182,South,Annual,UPI,Android,1
35,68733.54399314187,42,35.45422014281927,3,10.0,21.65005234834919,22.873005179088484,South,Monthly,UPI,Web,0
29,55340.813977691374,27,97.74053359617263,1,6.553930678244527,1.0,10.593409810362488,West,Two Year,Card,iOS,0
47,56319.39725887334,34,60.54140713616396,2,4.7727618144343555,5.852128885843296,24.964818001372127,South,Two Year,Wallet,iOS,1
52,18157.646437599615,65,94.06123465300972,1,7.2430064071624,16.1547741480157,19.19237611113158,North,Monthly,UPI,Android,0
66,70668.08926026554,82,108.42794734327565,1,5.673733633445643,27.49230542039477,4.111954304910874,West,Two Year,UPI,Android,0
40,83600.62838660079,62,46.871414877833224,0,8.669682639445682,31.214326196518787,17.881043028169692,North,Annual,UPI,Android,0
26,30336.374802246464,49,42.65388236271445,1,5.687773875043732,15.098517568858819,18.894507671619465,South,Annual,Bank Transfer,iOS,0
61,50448.82836925005,62,135.23295047185886,1,7.6602473072297705,16.805471158057088,29.67552818354418,East,Two Year,UPI,Android,0
50,39535.77809086471,7,95.54712348887377,5,5.24999963731682,12.1419396990075,24.566781572443997,South,Monthly,Card,Android,0
54,43762.2737142072,58,72.42278029980187,2,10.0,22.432444799202855,35.027251303208324,East,Two Year,Wallet,Android,0
23,66176.5957900818,5,56.981786420612096,1,8.056160324046434,28.699707091457515,26.68098636062344,South,Monthly,UPI,Web,0
34,19143.152590253565,92,69.68677453278161,2,6.952640144279806,26.792145161660347,17.014350367891424,South,Monthly,UPI,Android,0
57,78513.9496438554,85,49.28282991660069,2,6.701970973926816,17.796995711412084,21.474765755711232,South,Annual,UPI,Android,0
61,81584.811538541,49,111.50236522271771,1,6.2588800284760815,12.130278064053428,18.86756766779612,West,Monthly,Card,iOS,1
40,59475.743063187925,36,61.697465391810375,2,5.90644708432722,18.057379030168747,26.39175570501852,North,Annual,Bank Transfer,Web,0
59,18000.0,70,117.80603764648801,2,5.859725565491983,27.66550693103504,22.538399327169046,West,Monthly,UPI,iOS,0
61,43078.79022794743,61,72.98113240689966,4,10.0,15.196380311573671,16.342963294369703,South,Monthly,Bank Transfer,iOS,0
38,92123.84255025932,68,53.699494491480564,3,6.260556271873894,5.291996794565728,22.077404239562632,,Annual,Card,Android,1
64,18000.0,49,72.21095235958596,2,3.5799878587146847,15.479935226777725,26.150625989992825,East,Monthly,Bank Transfer,Android,0
32,57354.484931742576,23,20.0,4,5.21785487450418,16.046819725581628,12.942206155283989,South,Monthly,Wallet,Android,1
30,39039.982873720306,7,81.37694269977979,3,8.777131853998535,5.250912871113517,24.85307885480234,East,Monthly,Wallet,Android,0
53,82700.5466348664,27,79.89642426609524,3,6.771049103794727,19.624261323988232,7.791852134633578,West,Two Year,Bank Transfer,Android,1
51,50147.49305284385,51,109.74228239643904,1,6.97206127976817,21.542032642787785,31.950142088274475,West,Annual,Bank Transfer,iOS,0
25,73886.98845618345,41,28.410852160498614,0,9.188684567412459,31.01924830372817,26.744627296947762,South,Annual,UPI,Android,0
61,77440.12922172005,49,119.85599082590643,3,5.878816798407085,8.673361302098213,36.66354732059619,East,Annual,Card,iOS,1
28,105396.96847406044,27,109.61797884992968,1,8.275110127622536,23.113650019021346,11.950632042021168,South,Annual,UPI,Android,0
59,60535.277239141855,90,122.56130691095987,1,6.064598645361093,24.767853058231136,32.20106555934814,West,Monthly,UPI,Web,0
18,73272.97613169745,35,83.41835871987588,1,8.178990282478967,21.63734651654717,30.42202057211317,North,Monthly,Card,Web,0
59,32328.77945919641,81,115.41690502308266,1,6.53507007369158,10.952388570091129,20.35991157512899,North,Annual,UPI,Android,1
58,91189.09839246237,38,40.86267895279285,3,6.789366402745326,10.545513234802417,18.61020982250584,East,Monthly,Card,Android,0
58,48268.80534242997,43,106.39142695613599,2,8.594227217769172,18.680377265986703,12.233685491589673,North,Two Year,UPI,Web,0
52,52663.4083900696,58,61.86511713700164,3,8.47164217306025,18.631243618924042,9.887712720497564,East,Monthly,UPI,Web,0
42,64510.548513317364,25,35.457945027311915,1,6.9187724248122064,14.083963227599055,15.238891124742736,North,Annual,Bank Transfer,Android,1
54,30616.54440252331,21,51.27578445506918,3,6.398239761008865,27.041459094732787,10.698019218373394,North,Monthly,Card,Android,1
32,70032.94063643663,37,85.16593415887812,0,9.918550893618812,15.194738922555576,36.36150235231556,East,Annual,Card,Web,0
58,86284.25800435024,77,60.271023753471894,2,8.201862379546547,4.744094791166743,8.481532690579526,South,Two Year,UPI,iOS,1
46,71444.54411694041,14,96.282205950874,2,6.535058925281596,16.43160439846614,23.340059302954852,West,Monthly,UPI,iOS,1
41,30044.25358806805,42,30.75287334987948,3,6.089756582407417,21.36191343771994,25.921346141965948,North,Monthly,Card,Android,0
44,62276.19552474749,64,21.187073691524148,0,8.942325761801637,20.39372806442732,25.21749308753157,North,Annual,UPI,Web,0
47,81324.6358655488,68,126.17162302430728,1,7.396180146290371,20.339558109979624,26.00759749359082,North,Monthly,Wallet,iOS,0
19,23684.24714875003,42,112.11400388204304,1,6.921959908285654,28.457923100496743,30.517602857047077,South,Monthly,Bank Transfer,iOS,0
25,41355.14769601029,8,53.521094922585775,6,7.39545779845641,10.19646599808513,17.986700538069968,North,Annual,Card,iOS,0
30,84283.95928979343,2,84.91001069588381,7,7.774254686882886,15.034041561545278,22.78795581121191,West,Monthly,Card,Android,1
23,70942.09955234031,45,115.58521180603972,3,7.1036284493676884,28.81537826607282,19.357946383308427,North,Monthly,UPI,Android,1
40,74063.37480678859,77,97.57601824871816,1,9.24626767363309,4.2285507912500115,33.72273032125163,West,Monthly,UPI,iOS,1
52,105908.88576771285,3,89.44669288550435,1,9.340875409560377,17.624138869580616,40.89879331127388,East,Monthly,Wallet,iOS,1
52,75308.16112713645,85,117.85462243937792,2,8.104209802643059,26.60244780665924,11.254596158547622,East,Two Year,Card,Web,0
42,79473.53622952994,65,63.078625743963386,3,9.537022283842568,26.498113756538416,3.72009241656108,North,Monthly,UPI,iOS,0
62,124636.40159880318,1,85.93535345993887,7,7.214444505834978,22.62081460992447,27.12218412117119,North,Monthly,Wallet,Android,0
47,60296.29972200921,33,84.46454085122825,2,8.373562708507846,22.79807511233186,31.633355958121378,South,Annual,Card,Android,0
22,47446.57920039311,21,76.81713856986872,3,8.907575742082301,10.712838138614051,39.6127958192361,South,Two Year,Wallet,iOS,0
57,74411.52076143691,91,73.30583465737743,2,8.932365076028237,27.6122395875043,28.641013160949903,East,Monthly,UPI,Android,1
47,74657.80264655569,53,87.18604713485472,2,8.757198551155184,9.599568020999442,34.56202862818486,South,Annual,Bank Transfer,iOS,0
51,53412.26137718342,31,86.03222487956583,4,8.273021629938864,10.017108864386374,36.940546595886794,South,Annual,UPI,Android,1
47,42287.26556979335,27,53.54717072396423,3,10.0,20.71511891814622,35.1829999446778,West,Monthly,Bank Transfer,Android,0
46,115816.57728598171,54,109.05387729701343,0,6.282517165048665,14.548898529979603,29.930444591468337,South,Monthly,Wallet,Android,1
22,72190.5563485365,1,55.708443767012255,3,6.936124661147642,19.44687689327831,10.4601139335083,North,Annual,Card,iOS,1
47,48889.72160915434,25,78.45299666358478,2,6.835332189694772,21.015369554961588,21.92474329745479,South,Monthly,Bank Transfer,Android,1
59,85150.46665015117,16,76.14158581839845,3,6.574285853901524,30.44676817562884,24.70034757153251,South,Monthly,Card,iOS,1
33,62598.80666565064,59,95.74310837977647,4,3.8190875261946085,21.036072098964866,21.101713301257416,South,Annual,Card,Android,1
49,59436.608181007716,64,21.426881793480014,6,9.537270169704021,13.670259870890789,21.657046379360697,East,Monthly,UPI,Web,0
19,77370.00318211885,45,111.72729444788375,3,5.455731219621328,22.73541570730295,36.10505257319114,East,Monthly,UPI,iOS,1
36,36578.590098902816,14,64.69028957163508,3,7.488685344868365,12.177720599425214,15.188514846804727,East,Monthly,Card,iOS,0
40,72757.7984861778,36,121.59889884331163,1,4.782835997952693,24.392088670632287,29.191471265799876,North,Two Year,Card,Web,1
69,107085.00577009855,81,70.65505226451538,2,8.255216742223556,18.452395436984787,24.84797462391308,North,Annual,Card,Web,0
29,75255.90856834083,20,83.53469242797968,2,5.864826738901664,20.803806713098638,14.282208496855038,West,Monthly,Card,Web,1
32,56723.33371676378,16,142.4135812020527,2,5.268864729014602,5.535422160197237,12.310586515717791,North,Monthly,Card,Android,1
39,53843.68383057868,11,76.67985373618995,3,7.530383889618901,2.244780833729589,6.688164338678519,South,Two Year,Card,Android,0
69,55972.5205864076,78,122.16549654020376,1,6.008751213179531,7.490030373105972,26.370193269538955,South,Annual,Bank Transfer,iOS,1
62,59412.821082948816,12,86.1713525669368,1,6.223929536653166,30.22039598988927,21.430796679390653,East,Annual,Card,iOS,0
19,56688.25627931802,56,97.4625649088047,3,7.492042345839355,9.962916240070365,14.568003130209027,North,Monthly,Wallet,iOS,1
30,85158.85170364047,95,87.09875768234123,0,,23.12616861392252,5.1150538800755,West,Monthly,Card,iOS,1
60,26869.399729402372,61,110.43554878900372,1,5.80871917061809,13.506645407625063,25.89439811664002,South,Monthly,UPI,Android,0
21,83964.00110906694,40,64.43405161440846,2,5.514972794214451,16.319789305465317,20.436454357597157,West,Two Year,Card,Android,0
62,56646.896446863655,20,55.478544309424436,1,7.239922233359867,17.686958214515183,15.576758753343881,South,Two Year,Card,iOS,0
32,73292.8512852982,1,65.84271428868935,3,8.11672938643874,29.506448994680472,13.323640678142548,East,Monthly,UPI,iOS,0
65,40206.265975581,15,87.99131128972273,2,9.686683826163062,22.091538715539972,19.85282352919061,South,Annual,Card,Web,0
33,94229.8834706876,91,78.37543643349012,1,5.378739682900708,20.695231982242458,26.22996837165333,West,Two Year,Card,iOS,1
40,92403.96912378121,14,106.3082462941353,3,6.659455927840353,27.076889024778374,19.030153140207855,South,Two Year,UPI,Android,1
52,86110.99156650162,2,124.1419509946456,1,9.198836242627932,13.567621953668926,11.303263054331719,West,Monthly,Bank Transfer,Android,1
24,31675.394932542134,78,55.72484988294974,2,10.0,25.478400838660036,21.47687540468061,West,Monthly,Card,Android,0
46,83240.66356345316,40,62.98153625158203,3,5.511745301175118,24.30911816611112,31.409927205273554,East,Two Year,Card,Android,1
44,73906.81192798559,34,41.912817450614384,4,5.944019736328695,24.22929554270473,22.362408321197897,North,Monthly,Card,iOS,1
58,29684.032563083514,69,145.91118972277312,3,7.847870160836762,16.914883079619447,22.615811880648597,South,Monthly,UPI,iOS,0
69,64465.45755704206,50,94.14008497365481,5,6.217836658271752,14.938795729557999,19.068979388996432,West,Monthly,Wallet,Web,1
52,73019.75875873177,87,99.39406960154733,1,5.909306017333081,11.911234483814091,13.99302570491856,West,Annual,Card,iOS,1
39,77233.65602410931,45,44.79374844906855,1,7.615600030827142,12.349723445234233,13.693923252816557,North,Monthly,Card,Android,0
39,68899.75007287483,68,84.96490032979376,2,9.834013921357622,11.580907942590557,7.043313399232762,North,Annual,UPI,iOS,0
39,71407.09117064235,84,100.27743953239256,1,4.973880098331044,20.56793433278253,32.631032527484365,North,Two Year,Wallet,Android,1
60,97419.4506295681,45,77.41726928396724,3,9.747167983225172,16.401645807109496,26.162087584430644,North,Annual,Card,Android,0
34,91972.74601803496,28,117.27116874479184,2,6.22289232840909,21.019801383760136,22.742381553276072,South,Two Year,Bank Transfer,iOS,1
26,18000.0,93,154.35493376928488,4,7.787846266138938,21.41517413756963,24.660244900996503,West,Two Year,Bank Transfer,Android,1
35,58016.351793571,22,56.588115187181444,3,9.904446225873162,10.581707619981668,25.05576456602402,North,Annual,Card,Android,0
19,61377.677394033075,4,54.337382620699096,2,7.753050106913591,10.371620275235394,15.3890833877057,West,Annual,Bank Transfer,iOS,1
23,26453.83140000664,55,58.667318034142696,1,6.69426521806138,16.39937731778681,19.072639036360272,West,Two Year,UPI,iOS,0
22,67072.02728111087,94,133.1859748004947,4,8.420898558581056,12.574154934703532,17.732121903556454,South,Annual,Card,Android,1
58,92472.67099303115,9,116.27065951089054,4,6.905617456034851,11.837115023315999,44.60281615187504,South,Monthly,Card,iOS,1
55,41095.50708900701,81,80.93416546619055,0,8.086296784310845,29.869809063524094,31.181818373104765,South,Two Year,,Android,0
54,72400.82065117719,79,86.09678993202623,4,6.852042302757707,7.266516596858109,23.51094056342853,North,Annual,Card,iOS,0
42,44851.88349947837,89,60.50369121409836,2,8.663959924881366,32.16145099094607,34.29385847616716,East,Two Year,Bank Transfer,iOS,0
55,50217.93547904711,41,111.70081473229553,0,4.829806122664633,20.02213468351362,33.157194200575745,East,Monthly,UPI,iOS,1
26,97502.65995174077,25,73.60294527674338,3,5.477013239040751,24.903667981125484,9.575281231914968,,Monthly,Bank Transfer,iOS,1
64,53063.72795753985,49,77.19770381635001,4,4.804821677724492,24.078329721311622,19.994320470325377,West,Annual,UPI,Android,0
44,75168.67475823374,14,103.26369314587771,4,7.104069970366223,22.318714240862253,21.85308042872273,South,Annual,Card,Android,0
66,23833.201446658284,81,79.36015185750337,1,4.5997850280233905,29.6328225940023,27.5037515408386,North,Monthly,Card,iOS,1
25,105970.98635068737,64,77.95102019506461,0,6.023886322386407,10.423083180662527,19.9840652923681,West,Two Year,Bank Transfer,Android,1
43,78258.35381874298,46,85.31725616587225,3,5.317235372233027,16.90535135555114,21.113219964209115,North,Annual,Card,Android,1
54,60985.00346169424,50,108.8606624137923,2,9.715449590216,12.030071612494769,17.84786055437794,North,Monthly,Card,iOS,0
43,77662.02321999769,68,134.394792264515,5,5.5158434013010735,6.127443282773321,31.440416463265976,North,Annual,UPI,Android,1
41,33983.97256314817,50,102.56458696738247,1,5.012872305030319,13.371312170092434,9.009936015447504,South,Monthly,,iOS,1
26,91015.67631855846,80,109.099426708728,4,7.622175507401808,31.10783444756675,18.153807055893953,South,Monthly,Card,iOS,1
37,57872.33493907854,88,79.00437813696627,3,10.0,16.785733118075996,5.406916050435079,East,Monthly,UPI,iOS,0
30,60510.47066893444,91,63.76606410493849,1,7.0026859652823354,31.884609993334916,12.733245011665705,South,Monthly,Card,Web,0
33,54183.57647075934,59,104.61958696705345,2,7.134177178988991,32.600790144102426,24.854597197347125,East,Two Year,Bank Transfer,iOS,0
53,52225.669139597136,71,90.13722473801714,1,9.39428768383341,38.96591254587258,25.025388609645823,North,Monthly,Bank Transfer,Web,0
50,80282.75345582499,30,42.321140537507524,3,8.692989874967958,31.338451133688142,19.1812747716341,South,Annual,Bank Transfer,iOS,0
49,70629.9507022929,4,75.15791129723206,4,7.923205473840217,34.50692305733665,32.11586631524,West,Annual,Card,iOS,1
36,79338.45911086688,39,82.51308929555339,4,6.210020761719671,20.276172787390067,34.186385985693605,West,Monthly,UPI,iOS,1
67,64806.51683131743,83,69.68626398914564,1,7.975128440687242,19.598297635806713,21.37695398248024,East,Two Year,Card,Web,0
22,76290.39584369799,13,129.45206783626384,1,4.886667037900432,20.063875528507452,24.253895707547894,South,Monthly,UPI,iOS,1
35,55785.327633649154,52,99.3951711070665,1,6.139751566032584,18.00043543227255,17.927100019989403,South,Annual,Wallet,Web,0
24,114054.10051101007,19,126.19524753665944,3,9.633486506623925,19.047641946172803,27.641989493063733,West,Annual,Card,iOS,0
35,30505.530838529034,41,92.9027578495648,3,9.413387564059907,23.265277956073927,11.253455679778178,West,Annual,UPI,Web,0
68,92740.62111838566,14,87.44163509275234,1,7.943723988870139,14.73927501292423,38.16251328441347,East,Monthly,Card,Android,1
37,95093.96391586136,70,56.902065471692524,5,3.9200986736596812,8.356630335339025,32.259867364554026,South,Two Year,UPI,Android,1
65,46252.50626875694,77,85.357885995897,3,5.146023402428645,20.545331583007684,11.209662814530073,North,Two Year,UPI,Android,0
43,114044.0194322314,73,85.39161777026321,3,6.044896871356084,13.150366159726286,14.89883372049386,North,Monthly,UPI,iOS,1
54,86900.786224797,67,43.986583478973,3,6.908111646724181,13.87508551770063,25.791238876403437,North,Annual,UPI,Android,0
41,86365.05815010406,23,68.81417590688815,2,5.0743010441398635,17.0007273878008,18.95574006684741,South,Monthly,Wallet,Android,1
31,65616.48811456929,51,75.30152204450913,1,6.781266669910206,15.394997463262877,26.901395938494844,North,Monthly,Bank Transfer,Android,0
57,60221.024519189115,10,97.40438632167164,1,10.0,25.770297447616848,18.765432876855044,South,Monthly,Wallet,iOS,0
68,60393.00580512862,36,98.84050335957119,2,7.881420990659744,16.832809223336593,35.72330582308052,East,Monthly,Card,Android,0
31,73591.67311902938,49,67.56044554104386,3,7.572005269233762,26.123147465137023,22.07476293431173,East,Annual,Wallet,iOS,0
58,95826.09805074571,64,99.06608807625655,3,,19.442113742595076,43.78499617907872,East,Monthly,Card,iOS,1
31,68988.91279295123,10,79.5376321195445,0,4.413725862588738,17.380296986450308,27.42407767401547,North,Monthly,Card,iOS,1
55,44948.24029097961,78,20.0,2,5.112066076576835,19.107543404007558,9.855360955766798,South,Monthly,UPI,iOS,1
59,83137.39537246956,44,70.45893904145373,1,4.345038448330283,8.958590951854864,40.778469251259224,West,Monthly,Card,Android,1
41,85265.31642068543,84,117.36965920427136,1,7.327559945810566,20.36654032629487,31.888110593834647,South,Annual,Bank Transfer,Web,0
56,79402.5096258513,51,34.54582730116961,5,7.85260586749251,23.944325074204723,25.42132862572882,West,Annual,Card,Web,0
32,81400.97594354962,52,88.3807360124662,0,5.559007080207111,24.935952987923574,27.81970110578585,South,Monthly,UPI,Android,1
22,59039.58113652822,66,132.5578364255586,1,7.451462877845551,8.534781402354925,11.298579118445309,East,Monthly,Card,Android,0
23,44562.238323127254,78,62.18161140968558,4,9.697289487594883,7.367138584299166,5.760615006973623,South,Monthly,Card,iOS,1
41,45899.74452590285,15,85.06447241283058,0,10.0,14.242270324434145,21.624252632487796,East,Annual,Bank Transfer,Web,0
64,29019.808533927127,49,45.87951228316236,1,8.509697596273671,27.692636505950148,34.40893305234251,West,Monthly,UPI,Web,0
24,70212.8694540109,3,133.81693424990715,4,6.902771143270816,19.54682775506172,25.561379589417456,South,Annual,Card,Web,1
41,63164.12676901494,46,82.50002119010158,2,8.454777214589635,12.577133321762584,37.3825434766823,West,Annual,Bank Transfer,Web,1
54,55320.27050034641,78,86.39880528382055,1,9.498076972252534,7.8294237314873385,33.89098704872971,West,Monthly,Bank Transfer,iOS,0
